id,first_name,last_name,email,mbti,self identified gender,matching gender preferences
101816,Adriana,Cohen,example101816@scrippscollege.edu,INFP,non-binary,"men, women, non-binary"
101817,Ty,Byrd,example101817@scrippscollege.edu,ESFP,men,women
101818,Aliza,Shaffer,example101818@students.pitzer.edu,ISFJ,women,men
101819,Lian,Campbell,example101819@students.pitzer.edu,INFP,women,men
101820,Ari,Palacios,example101820@scrippscollege.edu,,women,men
101821,Jaziel,Schmidt,example101821@mymail.pomona.edu,ESTP,women,women
101822,Jameson,Stanley,example101822@students.claremontmckenna.edu,INFP,women,"men, women"
101823,Elisha,Hood,example101823@hmc.edu,ENFP,women,women
101824,Aria,Macias,example101824@scrippscollege.edu,ISFJ,women,men
101825,Adele,Mathis,example101825@students.pitzer.edu,ENFP,men,women
101826,Antonella,Solis,example101826@students.pitzer.edu,ENFP,women,"men, non-binary"
101827,Harlow,Hudson,example101827@students.pitzer.edu,ISFJ,men,women
101828,Dane,O’Connor,example101828@students.claremontmckenna.edu,ENFJ,men,women
101829,Marlon,Escobar,example101829@mymail.pomona.edu,ESFJ,"men, women","men, women"
101830,Cadence,Alvarado,example101830@scrippscollege.edu,ISTJ,men,non-binary
101831,Ashley,Nash,example101831@students.pitzer.edu,ENTP,women,men
101832,Colette,Cuevas,example101832@hmc.edu,INTP,women,men
101833,Wrenley,Ford,example101833@students.pitzer.edu,ENTJ,non-binary,non-binary
101834,Ismael,Fischer,example101834@mymail.pomona.edu,ESTJ,women,men
101835,Yahir,Sutton,example101835@scrippscollege.edu,ENTP,men,women
101836,Wynter,Clark,example101836@scrippscollege.edu,ESFP,men,women
101837,Monica,Sanford,example101837@scrippscollege.edu,INTP,"men, women, non-binary",men
101838,Aryan,Grant,example101838@students.claremontmckenna.edu,ISTJ,men,women
101839,Aliza,Yoder,example101839@mymail.pomona.edu,ENTJ,men,non-binary
101840,Kylan,McConnell,example101840@students.claremontmckenna.edu,ENTP,men,women
101841,Abraham,Peralta,example101841@hmc.edu,INFP,men,women
101842,Genevieve,Lara,example101842@scrippscollege.edu,ISTP,non-binary,"men, women, non-binary"
101843,Joseph,Palmer,example101843@students.claremontmckenna.edu,ENTJ,non-binary,non-binary
101844,Tate,Avery,example101844@mymail.pomona.edu,ESTJ,women,men
101845,Wes,Daniels,example101845@mymail.pomona.edu,ESFJ,women,men
101846,Novalee,Berg,example101846@scrippscollege.edu,ISFJ,women,men
101847,Hanna,Hughes,example101847@students.claremontmckenna.edu,ENFJ,women,men
101848,Zakai,Duke,example101848@students.claremontmckenna.edu,,men,women
101849,Clyde,Fitzpatrick,example101849@students.claremontmckenna.edu,INTP,men,men
101850,Charley,Perry,example101850@scrippscollege.edu,INFP,"men, non-binary","men, women"
101851,Elizabeth,Yates,example101851@students.claremontmckenna.edu,ISTJ,men,women
101852,Khalil,Glenn,example101852@students.claremontmckenna.edu,ENTJ,women,men
101853,Ryan,Smith,example101853@mymail.pomona.edu,ENFP,women,men
101854,Layne,Jennings,example101854@hmc.edu,ESTJ,women,men
101855,Jagger,Strong,example101855@students.claremontmckenna.edu,ISTP,men,women
101856,Wren,Harding,example101856@students.claremontmckenna.edu,INFJ,men,women
101857,Sage,Macdonald,example101857@students.pitzer.edu,,men,women
101858,Guadalupe,Jarvis,example101858@hmc.edu,,"men, non-binary",non-binary
101859,Demetrius,Bush,example101859@hmc.edu,ISFP,men,non-binary
101860,Max,Corona,example101860@mymail.pomona.edu,ESTP,"men, non-binary",women
101861,Loretta,Watkins,example101861@students.claremontmckenna.edu,ESFJ,non-binary,"women, non-binary"
101862,Harper,Sparks,example101862@students.pitzer.edu,INTP,women,men
101863,Aisha,Greer,example101863@students.claremontmckenna.edu,ESFJ,non-binary,women
101864,Wren,Robinson,example101864@hmc.edu,ESFJ,men,women
101865,Ryan,Lamb,example101865@hmc.edu,,men,"men, women"
101866,Jillian,Francis,example101866@hmc.edu,ISFJ,non-binary,"men, women"
101867,Yahir,Huynh,example101867@students.claremontmckenna.edu,ENFJ,women,"women, non-binary"
101868,Walter,Cole,example101868@hmc.edu,ESTP,men,"women, non-binary"
101869,Vincenzo,Randall,example101869@hmc.edu,ESTJ,non-binary,"men, women"
101870,Mae,Navarro,example101870@students.pitzer.edu,ISTJ,men,women
101871,Camilo,Corona,example101871@students.pitzer.edu,ISTJ,men,"women, non-binary"
101872,Kase,Le,example101872@scrippscollege.edu,ESTJ,women,"men, women, non-binary"
101873,Collins,McCarthy,example101873@students.pitzer.edu,,men,women
101874,Angelo,McDaniel,example101874@students.claremontmckenna.edu,ENFP,women,non-binary
101875,Bruno,Wells,example101875@mymail.pomona.edu,ENFJ,men,"women, non-binary"
101876,Cleo,Hughes,example101876@mymail.pomona.edu,INFP,men,women
101877,Bonnie,Hoffman,example101877@mymail.pomona.edu,ISTP,men,non-binary
101878,Addilynn,Olson,example101878@scrippscollege.edu,INFP,women,men
101879,Xander,Moss,example101879@hmc.edu,INTJ,women,men
101880,Alden,Travis,example101880@hmc.edu,INTP,women,men
101881,Adriana,Powell,example101881@students.pitzer.edu,ISTJ,women,"men, non-binary"
101882,Sarai,Bowers,example101882@mymail.pomona.edu,ISFP,women,men
101883,Lylah,Sellers,example101883@hmc.edu,ESFJ,women,"men, women"
101884,Killian,McCarthy,example101884@hmc.edu,ENFJ,"men, women","men, non-binary"
101885,Marianna,Espinoza,example101885@scrippscollege.edu,ENTJ,men,women
101886,Khari,Parrish,example101886@hmc.edu,ENTJ,women,men
101887,Amora,Bernard,example101887@scrippscollege.edu,INTJ,women,men
101888,Ramon,McDonald,example101888@students.pitzer.edu,INTJ,women,men
101889,Colette,Quintero,example101889@mymail.pomona.edu,INTJ,men,women
101890,Saige,McCormick,example101890@mymail.pomona.edu,INTJ,women,men
101891,August,Buckley,example101891@hmc.edu,INFJ,"women, non-binary","women, non-binary"
101892,Kamiyah,Huynh,example101892@mymail.pomona.edu,INFP,women,men
101893,Aria,House,example101893@scrippscollege.edu,,women,"men, women, non-binary"
101894,Arabella,Moss,example101894@mymail.pomona.edu,ENFJ,men,women
101895,Harris,Diaz,example101895@students.claremontmckenna.edu,ESFJ,men,women
101896,Kaisley,Baxter,example101896@hmc.edu,ESTJ,women,women
101897,Adriana,Hickman,example101897@scrippscollege.edu,ESFP,women,"men, women, non-binary"
101898,Raegan,Tang,example101898@scrippscollege.edu,ESTJ,women,men
101899,Jemma,Mahoney,example101899@hmc.edu,ENTP,"men, women","men, women, non-binary"
101900,Leslie,Barrett,example101900@mymail.pomona.edu,ENTJ,women,"women, non-binary"
101901,Haylee,Ho,example101901@students.claremontmckenna.edu,ENFP,women,women
101902,Karina,Rodgers,example101902@hmc.edu,,women,men
101903,Raquel,Jennings,example101903@students.pitzer.edu,INFP,women,non-binary
101904,Bristol,McConnell,example101904@hmc.edu,ISTJ,women,men
101905,Deborah,Coleman,example101905@hmc.edu,ISFP,"men, women",women
101906,Harmony,Branch,example101906@scrippscollege.edu,,women,men
101907,Deborah,Sanchez,example101907@students.pitzer.edu,ISFP,women,men
101908,Johnny,Cohen,example101908@mymail.pomona.edu,ISFJ,men,women
101909,Erick,Grimes,example101909@scrippscollege.edu,ISTJ,women,men
101910,Galilea,House,example101910@mymail.pomona.edu,ISFP,men,"men, women, non-binary"
101911,Kyree,Mathis,example101911@students.claremontmckenna.edu,INFJ,women,women
101912,Paislee,Woodward,example101912@mymail.pomona.edu,ENTJ,"men, non-binary","men, women, non-binary"
101913,Maisie,Cooper,example101913@hmc.edu,ESTP,non-binary,"men, non-binary"
101914,Lyla,Mendez,example101914@hmc.edu,INTJ,women,"men, women, non-binary"
101915,Anais,Frank,example101915@scrippscollege.edu,INFP,women,men
101916,Lucas,Singleton,example101916@hmc.edu,ENFP,"men, non-binary",men
101917,Gustavo,Schroeder,example101917@students.claremontmckenna.edu,ISTJ,men,women
101918,Beau,Waller,example101918@students.claremontmckenna.edu,INTP,non-binary,women
101919,Leah,Haynes,example101919@students.claremontmckenna.edu,ESFP,women,"men, non-binary"
101920,Bethany,Solomon,example101920@students.claremontmckenna.edu,ENTP,men,women
101921,Camden,Medrano,example101921@mymail.pomona.edu,INTJ,women,men
101922,Bonnie,Bautista,example101922@scrippscollege.edu,ISFP,men,non-binary
101923,Wrenley,Skinner,example101923@students.claremontmckenna.edu,ESFJ,non-binary,women
101924,Emmalynn,Santos,example101924@hmc.edu,ISTP,men,women
101925,Liam,Sanchez,example101925@scrippscollege.edu,INTP,"men, women","men, non-binary"
101926,Chloe,Day,example101926@students.claremontmckenna.edu,ENFP,"men, women",women
101927,Hannah,Orr,example101927@students.pitzer.edu,ISTJ,women,men
101928,Zander,Rojas,example101928@scrippscollege.edu,ESTJ,non-binary,"women, non-binary"
101929,Zoie,Wall,example101929@students.pitzer.edu,ESFJ,women,men
101930,Bianca,Pratt,example101930@hmc.edu,INTJ,men,women
101931,Erick,Beard,example101931@hmc.edu,INFP,men,women
101932,Laney,Bailey,example101932@mymail.pomona.edu,ISFP,men,men
101933,Dillon,Valentine,example101933@mymail.pomona.edu,ISTP,men,women
101934,Ledger,Meyers,example101934@scrippscollege.edu,ESTP,women,men
101935,Jianna,Esparza,example101935@scrippscollege.edu,ENTP,non-binary,"men, women"
101936,Marco,Zavala,example101936@students.claremontmckenna.edu,ISTJ,women,men
101937,Landyn,Valentine,example101937@scrippscollege.edu,,men,women
101938,Peyton,Sutton,example101938@hmc.edu,ESTP,men,"men, women, non-binary"
101939,Emma,Thomas,example101939@students.pitzer.edu,ISTP,men,"men, women, non-binary"
101940,Ana,Bond,example101940@scrippscollege.edu,INTJ,women,men
101941,Selah,Diaz,example101941@hmc.edu,INFP,women,men
101942,Alvin,Huang,example101942@scrippscollege.edu,ENFJ,men,women
101943,Melani,Best,example101943@scrippscollege.edu,INTP,non-binary,women
101944,Yehuda,McDonald,example101944@scrippscollege.edu,ENTJ,men,women
101945,Henry,Oliver,example101945@scrippscollege.edu,INTJ,men,women
101946,Peyton,Welch,example101946@students.claremontmckenna.edu,INTJ,men,women
101947,Vincenzo,Quintero,example101947@mymail.pomona.edu,INTJ,"men, women",non-binary
101948,Jack,Baker,example101948@mymail.pomona.edu,INFP,men,"men, women, non-binary"
101949,Max,Hicks,example101949@scrippscollege.edu,ISTP,men,women
101950,Phoebe,Stanley,example101950@scrippscollege.edu,ENFJ,men,women
101951,Van,Lam,example101951@students.pitzer.edu,INFJ,men,women
101952,Adriana,Blackburn,example101952@students.pitzer.edu,INFP,men,women
101953,Vincenzo,Stanley,example101953@scrippscollege.edu,ISFP,women,men
101954,Amalia,Aguirre,example101954@hmc.edu,INFP,women,men
101955,Tinsley,Lim,example101955@hmc.edu,ESFP,men,non-binary
101956,Raphael,Cisneros,example101956@students.claremontmckenna.edu,,men,women
101957,Israel,Solomon,example101957@mymail.pomona.edu,,non-binary,men
101958,Jacoby,House,example101958@hmc.edu,ENFJ,men,women
101959,Mercy,Johnston,example101959@students.claremontmckenna.edu,ESFP,women,women
101960,Bethany,Terry,example101960@mymail.pomona.edu,ESTJ,men,women
101961,Caiden,Leach,example101961@students.claremontmckenna.edu,ESFP,men,women
101962,Collin,Pham,example101962@mymail.pomona.edu,ISTP,women,men
101963,Brinley,Lawson,example101963@hmc.edu,ENFJ,women,men
101964,Fatima,Lewis,example101964@mymail.pomona.edu,ENTP,women,men
101965,Jericho,Flowers,example101965@hmc.edu,ENTP,women,men
101966,Charley,Arellano,example101966@students.claremontmckenna.edu,ESFP,men,men
101967,Warren,Howard,example101967@mymail.pomona.edu,,non-binary,"women, non-binary"
101968,Brennan,Perry,example101968@students.claremontmckenna.edu,ESFP,men,women
101969,Braelyn,Hanna,example101969@scrippscollege.edu,INTJ,non-binary,women
101970,Zachariah,Nash,example101970@scrippscollege.edu,ENTJ,women,men
101971,Novalee,Rivera,example101971@mymail.pomona.edu,ESTJ,men,women
101972,Briggs,McClure,example101972@students.pitzer.edu,INTP,men,women
101973,Madelyn,Francis,example101973@students.pitzer.edu,ISFJ,women,"men, women"
101974,Mathias,Crawford,example101974@students.claremontmckenna.edu,ESTJ,men,"men, women"
101975,Itzayana,Rodgers,example101975@mymail.pomona.edu,ENTP,women,men
101976,Anthony,Bowers,example101976@students.pitzer.edu,INTJ,"women, non-binary","men, women"
101977,Moshe,Long,example101977@scrippscollege.edu,INFJ,"women, non-binary","men, women"
101978,Sylvia,Romero,example101978@mymail.pomona.edu,INTJ,"women, non-binary",non-binary
101979,Helena,Dalton,example101979@scrippscollege.edu,INFJ,men,women
101980,Galilea,Schneider,example101980@mymail.pomona.edu,,"men, non-binary","women, non-binary"
101981,David,Francis,example101981@students.pitzer.edu,INTJ,men,women
101982,Royce,Sanford,example101982@mymail.pomona.edu,ESFP,women,men
101983,London,Brandt,example101983@scrippscollege.edu,ISFP,women,"men, women"
101984,Briar,Patton,example101984@scrippscollege.edu,ESFP,women,men
101985,Rayna,Coleman,example101985@scrippscollege.edu,ISFP,women,"men, non-binary"
101986,Korbyn,O’Connor,example101986@students.claremontmckenna.edu,ESTP,men,"men, women, non-binary"
101987,Gerardo,Maddox,example101987@students.pitzer.edu,ENTJ,men,non-binary
101988,Kaitlyn,Wilcox,example101988@students.pitzer.edu,ISTJ,non-binary,"men, non-binary"
101989,Azariah,Mullins,example101989@scrippscollege.edu,ESFJ,women,men
101990,Christian,Villegas,example101990@students.claremontmckenna.edu,ISFP,men,women
101991,Estrella,Arellano,example101991@hmc.edu,ESFJ,women,men
101992,Margaret,Townsend,example101992@scrippscollege.edu,INFP,women,men
101993,River,McIntosh,example101993@scrippscollege.edu,INTJ,women,men
101994,Karter,West,example101994@scrippscollege.edu,ESTJ,women,"men, women, non-binary"
101995,Amelia,Baker,example101995@mymail.pomona.edu,ISFJ,men,"men, non-binary"
101996,Johnny,Dominguez,example101996@hmc.edu,ISTP,women,men
101997,Abel,Townsend,example101997@mymail.pomona.edu,,"men, women","women, non-binary"
101998,Winter,Peterson,example101998@students.pitzer.edu,ISFJ,women,"men, non-binary"
101999,Kaisley,Crosby,example101999@hmc.edu,INFJ,women,men
